0.998611,12.621590,12.411088,12.190297,11.119196,10.729306,10.347860,10.274887,10.140437,10.095459,10.036590,9.778846,8.585762,8.279620,8.228102,8.188746,8.010030,7.485067,7.397916,7.229030,7.234000,6.764000,6.275000,6.601000,7.007000,6.251000,5.024000,4.854000,5.310000,4.855000,4.855000,4.785000,3.425000,2.645000,3.545000,3.553000,3.023000,3.132000,2.805000,1.009000,1.306000,-0.586000,-1.441000,-1.441000,-1.031000,-0.181000,0.326000,0.802000,-1.441000,-0.334000,-0.461000,-0.962000,-0.452000,0.057000,0.205000,1.042000,-2.718000,-0.452000,-0.452000,-0.142000,0.203000,-2.718000,-2.718000,-3.048000,-3.232000,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
1.998611,12.611534,12.401893,12.183319,11.110441,10.721454,10.341903,10.270827,10.139536,10.095913,10.038404,9.786180,8.671792,8.475935,8.441357,8.408381,8.288533,8.083976,8.005568,7.871173,7.737958,7.489012,7.440122,7.419860,7.251932,6.483493,5.581614,5.552461,5.392787,4.869918,4.855057,4.785000,3.425000,2.645000,3.545000,3.553000,3.023000,3.132000,2.805000,1.009000,1.306000,-0.586000,-1.441000,-1.441000,-1.031000,-0.181000,0.326000,0.802000,-1.441000,-0.334000,-0.461000,-0.962000,-0.452000,0.057000,0.205000,1.042000,-2.718000,-0.452000,-0.452000,-0.142000,0.203000,-2.718000,-2.718000,-3.048000,-3.232000,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
2.998611,12.601445,12.392643,12.176273,11.100959,10.711282,10.328687,10.258143,10.127422,10.084783,10.028538,9.778926,8.661649,8.466490,8.432874,8.400812,8.282417,8.079324,8.002381,7.870085,7.739312,7.495845,7.448179,7.427920,7.260775,6.514561,5.810781,5.789521,5.678611,5.379518,5.277605,5.068540,4.281871,4.263082,4.208261,4.060022,3.725287,3.548769,3.073193,1.722045,1.507722,-0.362498,-1.224830,-1.398665,-1.031000,-0.181000,0.326000,0.802000,-1.441000,-0.334000,-0.461000,-0.962000,-0.452000,0.057000,0.205000,1.042000,-2.718000,-0.452000,-0.452000,-0.142000,0.203000,-2.718000,-2.718000,-3.048000,-3.232000,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
3.998611,12.596433,12.388046,12.172782,11.096259,10.706237,10.322085,10.251800,10.121345,10.079193,10.023574,9.775236,8.655818,8.460264,8.427018,8.395329,8.277068,8.072780,7.996154,7.864122,7.734001,7.490861,7.443859,7.424003,7.257895,6.511384,5.805845,5.784940,5.674649,5.375861,5.275130,5.068640,4.302802,4.285030,4.231417,4.084323,3.755109,3.575993,3.097688,1.796725,1.615871,0.912693,0.823976,0.903342,0.822034,0.837619,0.822422,0.802060,-1.441000,-0.334000,-0.461000,-0.962000,-0.452000,0.057000,0.205000,1.042000,-2.718000,-0.452000,-0.452000,-0.142000,0.203000,-2.718000,-2.718000,-3.048000,-3.232000,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
4.998611,12.586365,12.378814,12.165789,11.086848,10.696155,10.308847,10.239090,10.109180,10.068007,10.013649,9.767902,8.644472,8.448423,8.415971,8.385080,8.267436,8.061918,7.985888,7.854381,7.725425,7.483004,7.437117,7.417904,7.253471,6.506589,5.798382,5.777994,5.668454,5.368997,5.269217,5.063836,4.293979,4.276491,4.223366,4.077307,3.748638,3.571352,3.097431,1.847663,1.720962,1.482994,1.258343,1.494343,1.288832,1.359934,1.304109,1.138802,0.511961,0.485208,0.458795,0.444446,0.435561,0.373940,0.238426,1.042000,-2.718000,-0.452000,-0.452000,-0.142000,0.203000,-2.718000,-2.718000,-3.048000,-3.232000,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
5.998611,12.581345,12.374211,12.162312,11.082168,10.691143,10.302229,10.232735,10.103089,10.062405,10.008676,9.764230,8.638648,8.442184,8.410105,8.379590,8.262090,8.055316,7.979602,7.848349,7.720051,7.477937,7.432719,7.413907,7.250536,6.503291,5.792731,5.772679,5.663564,5.363252,5.264121,5.059497,4.284644,4.267357,4.214620,4.069479,3.741052,3.565611,3.095836,1.890749,1.800116,1.706022,1.386387,1.741652,1.458810,1.605539,1.536216,1.517299,1.456483,1.480020,1.388355,1.446231,1.369834,1.387777,1.363022,1.178229,-1.883774,-0.452000,-0.452000,-0.142000,0.203000,-2.718000,-2.718000,-3.048000,-3.232000,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
6.998611,12.571299,12.364996,12.155371,11.072831,10.681163,10.289011,10.220049,10.090944,10.051241,9.998775,9.756966,8.627453,8.430575,8.399318,8.369630,8.252969,8.045691,7.970474,7.839641,7.712358,7.470817,7.426585,7.408343,7.246503,6.498895,5.785746,5.766166,5.657746,5.356730,5.258497,5.054940,4.276105,4.259090,4.206842,4.062788,3.735272,3.562230,3.101204,2.016314,1.967770,1.928008,1.475390,1.983264,1.591459,1.825117,1.730271,1.713219,1.647612,1.685787,1.551002,1.636864,1.525561,1.550872,1.514954,1.348725,0.624702,0.615237,0.605834,0.578776,0.368096,-2.364373,-2.506100,-2.907684,-3.188971,-2.147000,-2.884000,-2.884000,-3.574000,-3.644000,-4.354000,-4.181000,-5.806000,-4.995000,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
7.998611,12.566309,12.360419,12.151933,11.068206,10.676223,10.282427,10.213729,10.084886,10.045670,9.993833,9.753344,8.621745,8.424505,8.393633,8.364331,8.247895,8.039568,7.964684,7.834126,7.707491,7.466295,7.422685,7.404799,7.243929,6.496041,5.780907,5.761622,5.653595,5.351847,5.254181,5.051295,4.268167,4.251323,4.199411,4.056158,3.728883,3.557477,3.100305,2.052744,2.011040,1.985029,1.490922,2.045921,1.620372,1.881682,1.778926,1.764065,1.695514,1.738319,1.590307,1.684931,1.563195,1.590975,1.551420,1.384400,0.721878,0.711311,0.699482,0.664821,0.437516,-1.562425,-1.573967,-1.580317,-1.595963,-1.769406,-2.351729,-2.519012,-3.090042,-3.302243,-3.761958,-3.920686,-4.856636,-4.990217,-4.136000,-4.677000,-6.141000,-5.542000,-5.542000,-5.448000,-5.542000,-5.542000,-5.542000,-5.759000,-5.759000,-5.759000,-5.759000,-5.759000,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
8.998611,12.557613,12.352441,12.145957,11.060169,10.667653,10.270977,10.202744,10.074366,10.036000,9.985260,9.747094,8.612076,8.414443,8.384282,8.355695,8.239992,8.031153,7.956699,7.826494,7.700748,7.460034,7.417286,7.399893,7.240383,6.492175,5.774691,5.755823,5.648416,5.345993,5.249131,5.047208,4.260268,4.243660,4.192158,4.049771,3.722674,3.552583,3.096994,2.053421,2.012982,1.989100,1.491851,2.050910,1.622728,1.886688,1.783461,1.769081,1.700430,1.743852,1.594443,1.690136,1.567267,1.595370,1.555391,1.388072,0.728717,0.717977,0.705900,0.670588,0.441850,-1.537965,-1.549866,-1.556282,-1.573039,-1.747987,-2.319041,-2.485597,-3.018886,-3.195151,-3.451753,-3.492712,-3.570639,-3.580980,-3.767923,-4.297895,-4.666328,-4.694093,-4.742190,-4.820712,-4.923330,-5.016904,-5.149379,-5.385234,-5.518022,-5.677205,-5.754969,-5.758997,-6.127000,-6.696000,-6.127000,-7.422000,-6.606000,-7.555000,-7.390000,-7.459000,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
9.998611,12.553200,12.348392,12.142932,11.056099,10.663316,10.265150,10.197152,10.069004,10.031070,9.980887,9.743908,8.607039,8.409064,8.379243,8.350996,8.235484,8.025612,7.951467,7.821514,7.696364,7.455969,7.413783,7.396706,7.238080,6.489632,5.770373,5.751769,5.644725,5.341637,5.245291,5.043986,4.253149,4.236693,4.185480,4.043763,3.716600,3.547615,3.092897,2.043847,2.003577,1.978969,1.489317,2.040519,1.618392,1.878125,1.776574,1.762271,1.694499,1.737552,1.589915,1.684759,1.563211,1.591159,1.551577,1.384978,0.724998,0.714444,0.702569,0.667711,0.440046,-1.540951,-1.552736,-1.559032,-1.575680,-1.750072,-2.321162,-2.487159,-3.019694,-3.194673,-3.447993,-3.488158,-3.564724,-3.575016,-3.757973,-4.253315,-4.520830,-4.540548,-4.576156,-4.631267,-4.699463,-4.761931,-4.842221,-4.943452,-4.997062,-5.063692,-5.153217,-5.293524,-5.529872,-5.612691,-5.746055,-6.112463,-6.275517,-6.835032,-6.891611,-6.914719,-6.872000,-7.071000,-7.071000,-7.071000,-7.071000,-7.071000,-8.709000,-10.060000,-9.493000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-9.779000,-10.419000,-10.419000,-10.419000
